folioviv,foliohog,est_socio,leche,huevo,pescado,p_leche,p_huevo
960043227,1,2,488.56,334.28,1684.28,18.72,28.5
960043606,1,2,0,0,514.28,18.72,28.5
960043607,1,2,1221.41,0,0,18.72,28.5
960043609,1,2,912.84,334.28,359.99,18.72,28.5
960043711,1,2,1748.53,880.7,0,18.72,28.5
960043712,1,2,1491.39,694.28,0,18.72,28.5
960046306,1,2,2159.96,617.14,385.71,18.72,28.5
960046307,1,2,797.12,334.28,0,18.72,28.5
960046308,1,2,231.42,591.42,0,18.72,28.5
960046309,1,2,1157.12,668.56,0,18.72,28.5
960046310,1,2,912.84,334.28,424.28,18.72,28.5
960046501,1,2,642.84,0,0,18.72,28.5
960046502,1,2,2159.98,359.99,0,18.72,28.5
960046503,1,2,0,398.56,0,18.72,28.5
960046505,1,2,359.99,0,0,18.72,28.5
960046816,1,2,0,0,964.28,18.72,28.5
960046817,1,2,0,295.71,0,18.72,28.5
960046818,1,2,1298.53,321.42,0,18.72,28.5
960046819,1,2,514.27,295.71,0,18.72,28.5
960046820,1,2,642.84,642.84,0,18.72,28.5
960046911,1,2,2211.4,655.7,0,18.72,28.5
960046912,1,2,784.26,334.28,0,18.72,28.5
960046913,1,2,771.4,334.28,0,18.72,28.5
960046914,1,2,694.26,334.28,0,18.72,28.5
960046915,1,2,231.42,167.14,308.57,18.72,28.5
960052006,1,2,1902.83,359.99,1285.71,18.72,28.5
960052008,1,2,719.99,334.28,0,18.72,28.5
960052009,1,2,0,681.41,0,18.72,28.5
960052010,1,2,257.14,719.98,0,18.72,28.5
960052401,1,2,1092.84,372.85,1645.7,18.72,28.5
960052402,1,2,1324.25,334.28,0,18.72,28.5
960052403,1,2,1529.97,334.28,0,18.72,28.5
960052404,1,2,1067.13,308.57,0,18.72,28.5
960052405,1,2,295.71,308.57,0,18.72,28.5
960052421,1,2,0,0,0,18.72,28.5
960052422,1,2,758.55,629.99,0,18.72,28.5
960052423,1,2,1105.69,488.56,0,18.72,28.5
960052424,1,2,591.42,334.28,0,18.72,28.5
960052425,1,2,707.13,0,0,18.72,28.5
960052613,1,2,1105.69,617.14,501.42,18.72,28.5
960052614,1,2,2352.82,0,0,18.72,28.5
960052615,1,2,1157.12,617.14,668.57,18.72,28.5
960052716,1,2,257.14,385.71,0,18.72,28.5
960052717,1,2,257.14,359.99,2314.28,18.72,28.5
960052718,1,2,1067.13,308.57,0,18.72,28.5
960052719,1,2,1401.4,321.42,0,18.72,28.5
960052720,1,2,1259.98,321.42,0,18.72,28.5
960053201,1,2,1067.12,372.85,0,18.72,28.5
960053202,1,2,347.14,848.55,0,18.72,28.5
960053203,1,2,629.98,167.14,0,18.72,28.5
960053204,1,2,385.71,372.85,1401.42,18.72,28.5
960053205,1,2,0,205.71,0,18.72,28.5
960053221,1,2,758.55,668.56,0,18.72,28.5
960053223,1,2,1324.27,167.14,1542.85,18.72,28.5
960053224,1,2,1439.98,334.28,0,18.72,28.5
960053225,1,2,1028.54,668.56,0,18.72,28.5
960053311,1,2,539.99,964.26,0,18.72,28.5
960053311,2,2,591.42,642.84,0,18.72,28.5
960053311,3,2,1182.82,0,0,18.72,28.5
960053312,1,2,0,282.85,0,18.72,28.5
960053313,1,2,257.14,0,0,18.72,28.5
960053314,1,2,0,347.14,2314.28,18.72,28.5
960053315,1,2,3059.98,372.85,0,18.72,28.5
960053506,1,2,1157.13,334.28,0,18.72,28.5
960053507,1,2,591.41,0,308.57,18.72,28.5
960053508,1,2,1671.41,321.42,0,18.72,28.5
960053509,1,2,1542.82,308.57,308.57,18.72,28.5
960053510,1,2,1079.97,167.14,0,18.72,28.5
960053916,1,2,0,308.57,0,18.72,28.5
960053918,1,2,257.14,707.13,0,18.72,28.5
960053919,1,2,2648.55,0,0,18.72,28.5
960053920,1,2,488.56,321.42,0,18.72,28.5
960055011,1,2,1928.54,668.56,0,18.72,28.5
960055012,1,2,1362.82,359.99,0,18.72,28.5
960055013,1,2,321.42,321.42,0,18.72,28.5
960055014,1,2,848.55,334.28,0,18.72,28.5
960055015,1,2,385.7,0,0,18.72,28.5
960055406,1,2,925.7,0,0,18.72,28.5
960055407,1,2,1272.83,385.71,0,18.72,28.5
960055408,1,2,771.42,0,0,18.72,28.5
960055409,1,2,617.13,0,0,18.72,28.5
960055410,1,2,1542.85,359.99,0,18.72,28.5
960055421,1,2,771.42,334.28,0,18.72,28.5
960055422,1,2,231.42,160.71,0,18.72,28.5
960055423,1,2,257.14,0,0,18.72,28.5
960055424,1,2,0,321.42,0,18.72,28.5
960055425,1,2,0,321.42,0,18.72,28.5
960055616,1,2,385.7,0,1157.14,18.72,28.5
960055617,1,2,1157.13,0,0,18.72,28.5
960055618,1,2,192.85,295.71,0,18.72,28.5
960055619,1,2,887.12,321.42,0,18.72,28.5
960055620,1,2,257.14,0,1028.57,18.72,28.5
960055801,1,2,539.99,0,0,18.72,28.5
960055802,1,2,0,385.71,437.14,18.72,28.5
960055803,1,2,257.14,719.99,0,18.72,28.5
1000021401,1,4,1041.42,964.26,0,18.72,28.5
1000021402,1,4,0,0,0,18.72,28.5
1000021404,1,4,0,0,0,18.72,28.5
1000021405,1,4,0,0,0,18.72,28.5
1000035901,1,3,1632.85,1028.55,2532.85,18.72,28.5
1000035902,1,3,719.98,591.42,0,18.72,28.5
1000035903,1,3,1568.56,977.12,0,18.72,28.5
1000035904,1,3,655.69,411.42,0,18.72,28.5
1000035905,1,3,2802.84,1131.41,0,18.72,28.5
1000035906,1,3,797.14,1028.55,0,18.72,28.5
1000036001,1,4,0,167.14,0,18.72,28.5
1000036002,1,4,462.84,0,231.42,18.72,28.5
1000036004,1,4,1941.4,1517.14,0,18.72,28.5
1000036005,1,4,4011.38,617.14,1851.42,18.72,28.5
1000036006,1,4,4345.66,1851.41,0,18.72,28.5
1000046501,1,2,2089.24,1079.94,0,18.72,28.5
1000046503,1,2,1259.98,128.57,0,18.72,28.5
1000046504,1,2,1169.96,578.57,0,18.72,28.5
1000046505,1,2,0,128.57,385.7,18.72,28.5
1000046506,1,2,1105.71,0,0,18.72,28.5
1000064803,1,3,1838.53,514.28,0,18.72,28.5
1000064804,1,3,462.84,694.26,0,18.72,28.5
1000064805,1,3,694.26,295.71,0,18.72,28.5
1000064806,1,3,925.68,308.57,0,18.72,28.5
1000067405,1,3,1793.54,667.27,167.14,18.72,28.5
1000079602,1,4,2185.67,642.85,488.57,18.72,28.5
1000079603,1,4,1632.85,771.42,0,18.72,28.5
1000079606,1,4,719.99,0,0,18.72,28.5
1000112001,1,3,0,0,0,18.72,28.5
1000112002,1,3,3329.98,282.85,0,18.72,28.5
1000112004,1,3,977.12,308.57,0,18.72,28.5
1000112005,1,3,385.71,527.13,0,18.72,28.5
1000114302,1,2,988.7,617.14,854.99,18.72,28.5
1000114303,1,2,2712.82,347.14,0,18.72,28.5
1000114304,1,2,122.14,115.71,0,18.72,28.5
1000114306,1,2,257.14,244.28,0,18.72,28.5
1000115601,1,3,0,514.28,0,18.72,28.5
1000115602,1,3,2134.24,0,694.28,18.72,28.5
1000115603,1,3,985.46,244.28,0,18.72,28.5
1000115604,1,3,347.14,732.85,0,18.72,28.5
1000115606,1,3,385.7,0,0,18.72,28.5
1000130701,1,3,3072.78,1581.41,0,18.72,28.5
1000130703,1,3,154.28,0,0,18.72,28.5
1000130704,1,3,1028.55,0,0,18.72,28.5
1000130706,1,3,874.27,0,0,18.72,28.5
1000130706,2,3,0,0,0,18.72,28.5
1000193201,1,3,809.99,668.55,0,18.72,28.5
1000193202,1,3,797.12,347.14,0,18.72,28.5
1000193203,1,3,1478.53,282.85,0,18.72,28.5
1000202901,1,2,1459.26,321.42,0,18.72,28.5
1000202902,1,2,449.99,128.57,0,18.72,28.5
1000202904,1,2,192.85,1709.99,0,18.72,28.5
1000202905,1,2,0,0,0,18.72,28.5
1000202906,1,2,2063.52,179.99,308.57,18.72,28.5
1000232501,1,3,173.57,539.99,0,18.72,28.5
1000232504,1,3,662.12,797.13,0,18.72,28.5
1000232506,1,3,2455.7,321.42,0,18.72,28.5
1000245801,1,2,0,0,0,18.72,28.5
1000245802,1,2,1697.13,668.56,0,18.72,28.5
1000245803,1,2,1954.27,359.99,0,18.72,28.5
1000245804,1,2,0,501.41,0,18.72,28.5
1000245805,1,2,128.57,681.41,0,18.72,28.5
1000245806,1,2,1092.85,359.99,0,18.72,28.5
1000264401,1,2,205.71,160.71,0,18.72,28.5
1000264402,1,2,0,1157.13,0,18.72,28.5
1000264403,1,2,3175.66,0,0,18.72,28.5
1000264404,1,2,2217.82,745.69,0,18.72,28.5
1000264405,1,2,1465.7,1144.27,231.42,18.72,28.5
1000264406,1,2,1632.84,0,0,18.72,28.5
1000296701,1,4,0,707.13,0,18.72,28.5
1000296702,1,4,2249.99,385.71,771.42,18.72,28.5
1000296703,1,4,1028.56,0,0,18.72,28.5
1000296705,1,4,1889.99,0,0,18.72,28.5
1000311201,1,4,1015.69,1208.54,0,18.72,28.5
1000311204,1,4,192.85,0,0,18.72,28.5
1000311205,1,4,0,0,0,18.72,28.5
1000319003,1,2,424.28,334.28,0,18.72,28.5
1000319005,1,2,2912.09,257.14,0,18.72,28.5
1000319006,1,2,1118.55,925.71,0,18.72,28.5
1000322601,1,2,732.84,578.56,0,18.72,28.5
1000322602,1,2,514.27,0,0,18.72,28.5
1000322603,1,2,334.28,488.56,0,18.72,28.5
1000322604,1,2,192.85,629.99,308.57,18.72,28.5
1000322605,1,2,604.27,321.42,0,18.72,28.5
1000324702,1,2,0,0,0,18.72,28.5
1000324703,1,2,1182.83,0,0,18.72,28.5
1000324704,1,2,874.26,0,0,18.72,28.5
1000324705,1,2,2725.69,385.71,0,18.72,28.5
1000339201,1,2,687.84,822.85,0,18.72,28.5
1000339202,1,2,2915.33,539.99,0,18.72,28.5
1000339203,1,2,2108.56,559.28,0,18.72,28.5
1000339205,1,2,797.14,2519.98,0,18.72,28.5
1000339206,1,2,2044.25,321.42,0,18.72,28.5
1000347302,1,3,1272.83,565.71,0,18.72,28.5
1000347304,1,3,0,0,0,18.72,28.5
1000347305,1,3,842.13,0,0,18.72,28.5
1000347306,1,3,0,0,0,18.72,28.5
1000350501,1,4,1337.12,0,0,18.72,28.5
1000350503,1,4,3227.13,269.99,848.57,18.72,28.5
1000350505,1,4,1645.67,1117.78,0,18.72,28.5
1000350506,1,4,0,231.42,0,18.72,28.5
1000374901,1,3,2487.79,385.7,0,18.72,28.5
1000374902,1,3,205.71,321.42,0,18.72,28.5
1000374903,1,3,257.14,745.7,0,18.72,28.5
1000374904,1,3,1761.37,527.13,0,18.72,28.5
1000374905,1,3,822.84,282.85,0,18.72,28.5
1000395801,1,3,2822.1,0,0,18.72,28.5
1000395802,1,3,231.42,1851.4,0,18.72,28.5
1000395803,1,3,173.57,167.14,0,18.72,28.5
1000395804,1,3,269.99,475.71,0,18.72,28.5
1000395805,1,3,1889.97,591.42,0,18.72,28.5
1000415405,1,3,321.42,964.26,0,18.72,28.5
1000415406,1,3,951.41,385.7,0,18.72,28.5
1000428002,1,3,1491.4,1247.12,462.85,18.72,28.5
1000428005,1,3,707.13,565.71,0,18.72,28.5
1000453302,1,4,668.56,0,0,18.72,28.5
1000453306,1,4,745.7,192.85,0,18.72,28.5
1000460601,1,3,784.26,321.42,0,18.72,28.5
1000460602,1,3,0,488.56,0,18.72,28.5
1000460604,1,3,552.84,0,1512.51,18.72,28.5
1000461703,1,3,925.69,257.14,0,18.72,28.5
1000461704,1,3,1099.26,719.98,0,18.72,28.5
1000461705,1,3,1337.11,514.28,0,18.72,28.5
1000461706,1,3,815.13,858.59,0,18.72,28.5
1000473202,1,3,0,0,154.28,18.72,28.5
1000473203,1,3,906.41,0,0,18.72,28.5
1000473205,1,3,269.99,0,0,18.72,28.5
1000473206,1,3,1324.27,0,0,18.72,28.5
1000473206,2,3,822.83,308.56,0,18.72,28.5
1000473206,3,3,809.99,771.42,0,18.72,28.5
1000503503,1,2,887.12,771.41,0,18.72,28.5
1000506501,1,3,3252.8,578.57,0,18.72,28.5
1000506503,1,3,777.84,0,978.42,18.72,28.5
1000506504,1,3,1272.83,694.27,0,18.72,28.5
1000506505,1,3,2571.39,745.69,771.42,18.72,28.5
1000506506,1,3,2018.55,552.85,0,18.72,28.5
1000515301,1,3,1041.4,167.14,0,18.72,28.5
1000515302,1,3,1118.56,437.13,539.99,18.72,28.5
1000515303,1,3,925.69,0,0,18.72,28.5
1000515304,1,3,1015.69,488.56,0,18.72,28.5
1000515305,1,3,437.14,0,514.28,18.72,28.5
1000515306,1,3,2378.54,617.13,0,18.72,28.5
1000522901,1,3,938.54,334.27,0,18.72,28.5
1000522903,1,3,835.7,385.7,0,18.72,28.5
1000522904,1,3,0,231.42,0,18.72,28.5
1000522905,1,3,5618.53,1054.27,0,18.72,28.5
1000522906,1,3,257.14,1079.96,0,18.72,28.5
1000537301,1,2,0,0,0,18.72,28.5
1000537302,1,2,0,0,179.99,18.72,28.5
1000537303,1,2,3702.8,1157.13,0,18.72,28.5
1000537304,1,2,128.57,0,308.57,18.72,28.5
1000537305,1,2,719.96,938.54,0,18.72,28.5
1000537306,1,2,437.14,0,0,18.72,28.5
1000546802,1,3,4262.07,1279.27,0,18.72,28.5
1000546803,1,3,7547.1,1761.39,0,18.72,28.5
1000546804,1,3,2125.25,732.85,178.71,18.72,28.5
1000546805,1,3,3807.75,0,0,18.72,28.5
1000546806,1,3,1433.55,872.99,694.28,18.72,28.5
1000554401,1,3,3597.42,0,0,18.72,28.5
1000554405,1,3,1605.83,0,0,18.72,28.5
1000562004,1,3,462.84,0,0,18.72,28.5
1000562005,1,3,719.98,0,0,18.72,28.5
1000585602,1,3,1105.68,282.85,0,18.72,28.5
1000585604,1,3,1028.55,359.99,0,18.72,28.5
1000585605,1,3,1247.12,0,0,18.72,28.5
1000585606,1,3,1034.98,0,0,18.72,28.5
1000596901,1,2,347.14,321.42,0,18.72,28.5
1000596902,1,2,0,0,0,18.72,28.5
1000596903,1,2,475.7,668.56,0,18.72,28.5
1000596904,1,2,1382.09,282.85,0,18.72,28.5
1000596905,1,2,0,0,0,18.72,28.5
1000596906,1,2,385.71,0,0,18.72,28.5
1000603802,1,2,2699.95,1124.97,0,18.72,28.5
1000603803,1,2,1324.25,520.71,0,18.72,28.5
1000603804,1,2,655.7,321.42,0,18.72,28.5
1000603805,1,2,0,822.84,0,18.72,28.5
1000607701,1,3,424.28,359.99,0,18.72,28.5
1000607702,1,3,1272.84,0,0,18.72,28.5
1000607703,1,3,347.14,321.42,0,18.72,28.5
1000607704,1,3,1002.82,591.42,0,18.72,28.5
1000607705,1,3,0,0,0,18.72,28.5
1000612402,1,2,179.99,732.84,0,18.72,28.5
1000612404,1,2,925.7,0,0,18.72,28.5
1000612405,1,2,1895.74,784.28,878.9,18.72,28.5
1000612406,1,2,1697.11,462.85,0,18.72,28.5
1000614203,1,3,3965.11,633.84,694.27,18.72,28.5
1000614204,1,3,2352.82,0,0,18.72,28.5
1000614205,1,3,655.69,0,0,18.72,28.5
1000616501,1,3,488.57,0,0,18.72,28.5
1000616502,1,3,771.42,0,0,18.72,28.5
1000616503,1,3,1157.12,565.68,0,18.72,28.5
1000616504,1,3,964.26,0,0,18.72,28.5
1000616506,1,3,2314.25,269.99,0,18.72,28.5
1000622301,1,3,1092.83,2082.84,0,18.72,28.5
1000622302,1,3,3599.96,1509.14,0,18.72,28.5
1000622303,1,3,1285.68,565.7,0,18.72,28.5
1000622304,1,3,192.85,539.99,0,18.72,28.5
1000622305,1,3,1478.55,899.99,0,18.72,28.5
1000622306,1,3,1285.68,3664.24,0,18.72,28.5
1000639001,1,2,822.85,707.12,0,18.72,28.5
1000639002,1,2,385.71,887.14,0,18.72,28.5
1000639003,1,2,462.84,218.57,0,18.72,28.5
1000639003,2,2,231.42,662.13,0,18.72,28.5
1000639004,1,2,205.71,160.71,282.85,18.72,28.5
1000639006,1,2,1002.84,620.73,0,18.72,28.5
1000643601,1,2,0,282.85,0,18.72,28.5
1000643602,1,2,3561.37,989.97,385.71,18.72,28.5
1000643603,1,2,1272.84,925.69,0,18.72,28.5
1000643604,1,2,1555.69,282.85,0,18.72,28.5
1000643605,1,2,707.13,269.99,0,18.72,28.5
1000643606,1,2,951.42,642.85,0,18.72,28.5
1000659901,1,4,3664.27,603.77,0,18.72,28.5
1000659903,1,4,3612.8,501.42,385.71,18.72,28.5
1000659905,1,4,2590.65,977.13,539.99,18.72,28.5
1000671901,1,3,1414.26,668.56,0,18.72,28.5
1000671902,1,3,1311.42,0,0,18.72,28.5
1000671903,1,3,2031.41,282.85,102.85,18.72,28.5
1000671904,1,3,2069.94,964.26,1422.89,18.72,28.5
1000671905,1,3,3162.81,0,0,18.72,28.5
1000671906,1,3,2134.25,925.7,0,18.72,28.5
1000673802,1,3,797.12,0,0,18.72,28.5
1000673803,1,3,887.13,707.12,0,18.72,28.5
1000673804,1,3,1474.31,559.28,0,18.72,28.5
1000673805,1,3,1041.4,1092.85,0,18.72,28.5
1000673806,1,3,2031.39,1002.84,0,18.72,28.5
1000690401,1,3,2642.1,0,0,18.72,28.5
1000690402,1,3,569.56,440.99,822.85,18.72,28.5
1000690403,1,3,1877.11,0,745.7,18.72,28.5
1000690404,1,3,565.7,0,0,18.72,28.5
1000690405,1,3,488.56,0,0,18.72,28.5
1000690406,1,3,501.42,0,0,18.72,28.5
1000694701,1,2,617.14,0,1414.28,18.72,28.5
1000694702,1,2,0,347.14,0,18.72,28.5
1000694702,2,2,501.41,0,0,18.72,28.5
1000694703,1,2,1722.84,527.14,192.85,18.72,28.5
1000694704,1,2,0,0,0,18.72,28.5
1000694705,1,2,1247.12,334.28,411.42,18.72,28.5
1000694706,1,2,1092.85,0,0,18.72,28.5
1000704801,1,4,604.27,617.14,0,18.72,28.5
1000704802,1,4,0,385.71,0,18.72,28.5
1000704803,1,4,0,475.7,0,18.72,28.5
1000704805,1,4,205.71,0,0,18.72,28.5
1000730201,1,2,0,424.27,257.14,18.72,28.5
1000730202,1,2,1941.4,578.55,0,18.72,28.5
1000730203,1,2,1735.69,462.84,0,18.72,28.5
1000730204,1,2,347.14,308.56,0,18.72,28.5
1000730205,1,2,977.13,642.85,0,18.72,28.5
1000730206,1,2,642.84,694.25,0,18.72,28.5
1000737001,1,3,2609.96,1028.57,0,18.72,28.5
1000737002,1,3,340.7,167.14,0,18.72,28.5
1000737003,1,3,2674.23,694.26,0,18.72,28.5
1000737004,1,3,662.11,565.7,0,18.72,28.5
1000737006,1,3,1793.52,385.71,0,18.72,28.5
1000753501,1,2,1465.68,809.98,359.99,18.72,28.5
1000753502,1,2,912.84,0,0,18.72,28.5
1000753503,1,2,1061.33,681.42,165.85,18.72,28.5
1000753504,1,2,257.14,642.85,0,18.72,28.5
1000753505,1,2,758.55,334.27,0,18.72,28.5
1000753506,1,2,514.28,501.41,0,18.72,28.5
1000757401,1,4,1221.39,758.56,462.84,18.72,28.5
1000757403,1,4,655.7,308.56,0,18.72,28.5
1000757404,1,4,359.98,0,0,18.72,28.5
1000769601,1,3,944.98,0,0,18.72,28.5
1000769602,1,3,231.42,308.57,0,18.72,28.5
1000769603,1,3,2262.84,0,0,18.72,28.5
1000769606,1,3,179.99,282.85,0,18.72,28.5
1000799302,1,2,552.84,347.14,0,18.72,28.5
1000799304,1,2,4348.22,0,0,18.72,28.5
1000799306,1,2,0,0,0,18.72,28.5
1000801701,1,3,4795.65,623.55,899.99,18.72,28.5
1000801704,1,3,1157.13,3509.99,0,18.72,28.5
1000801705,1,3,2031.38,462.85,0,18.72,28.5
1000801706,1,3,2057.14,488.57,719.99,18.72,28.5
1000806901,1,2,1613.53,745.7,0,18.72,28.5
1000806902,1,2,771.42,977.13,0,18.72,28.5
1000806903,1,2,0,0,0,18.72,28.5
1000806904,1,2,0,167.14,0,18.72,28.5
1000806905,1,2,1259.98,0,0,18.72,28.5
1000806906,1,2,771.42,0,0,18.72,28.5
1000811801,1,2,520.7,192.85,0,18.72,28.5
1000811802,1,2,218.57,0,0,18.72,28.5
1000811803,1,2,1960.67,1774.26,0,18.72,28.5
1000811804,1,2,1092.82,732.84,0,18.72,28.5
1000811805,1,2,2957.09,719.98,0,18.72,28.5
1000811806,1,2,488.56,629.99,0,18.72,28.5
1000814201,1,3,694.28,282.85,0,18.72,28.5
1000814202,1,3,1195.7,192.85,0,18.72,28.5
1000814203,1,3,2339.97,295.71,1457.99,18.72,28.5
1000814204,1,3,0,282.85,0,18.72,28.5
1000814205,1,3,176.14,0,1142.98,18.72,28.5
1000823501,1,3,3458.53,257.14,0,18.72,28.5
1000823502,1,3,3104.97,359.99,2211.41,18.72,28.5
1000823504,1,3,822.83,372.84,0,18.72,28.5
1000823505,1,3,0,0,0,18.72,28.5
1000823506,1,3,0,424.27,0,18.72,28.5
1000824301,1,3,5303.49,1928.57,0,18.72,28.5
1000824302,1,3,3304.24,154.28,331.71,18.72,28.5
1000824303,1,3,2172.81,173.57,867.85,18.72,28.5
1000824304,1,3,449.99,0,0,18.72,28.5
1000824305,1,3,282.85,192.85,0,18.72,28.5
1000834901,1,3,874.27,359.99,0,18.72,28.5
1000834903,1,3,1639.25,0,0,18.72,28.5
1000834905,1,3,2396.52,501.42,991.66,18.72,28.5
1000848801,1,3,0,0,0,18.72,28.5
1000848802,1,3,925.68,167.14,205.71,18.72,28.5
1000848803,1,3,1529.96,1144.27,0,18.72,28.5
1000848804,1,3,1439.97,899.98,0,18.72,28.5
1000848806,1,3,372.84,591.42,0,18.72,28.5
1000859401,1,3,809.98,771.41,0,18.72,28.5
1000859402,1,3,887.13,244.28,0,18.72,28.5
1000859404,1,3,417.85,224.99,0,18.72,28.5
1000859406,1,3,1774.26,385.7,0,18.72,28.5
1000878001,1,3,3336.35,539.98,899.99,18.72,28.5
1000878002,1,3,1812.82,578.55,0,18.72,28.5
1000878003,1,3,771.41,347.14,0,18.72,28.5
1000878004,1,3,1722.83,295.71,0,18.72,28.5
1000878005,1,3,584.99,0,0,18.72,28.5
1000878006,1,3,602.99,260.35,348.42,18.72,28.5
1000882401,1,2,0,861.41,0,18.72,28.5
1000882402,1,2,2687.12,694.27,0,18.72,28.5
1000882403,1,2,1799.94,179.99,0,18.72,28.5
1000882404,1,2,57.85,617.14,0,18.72,28.5
1000882405,1,2,205.71,501.42,0,18.72,28.5
1000882406,1,2,964.27,822.82,0,18.72,28.5
1000883601,1,3,1619.96,1491.42,0,18.72,28.5
1000883603,1,3,231.42,771.41,0,18.72,28.5
1000883604,1,3,0,0,0,18.72,28.5
1000883605,1,3,359.99,449.99,0,18.72,28.5
1000892701,1,3,687.84,0,0,18.72,28.5
1000892702,1,3,1234.26,707.12,0,18.72,28.5
1000892703,1,3,668.56,0,0,18.72,28.5
1000892703,2,3,3117.81,745.69,0,18.72,28.5
1000892703,3,3,1079.98,0,0,18.72,28.5
1000892704,1,3,719.98,719.99,0,18.72,28.5
1000892705,1,3,689.13,745.7,397.28,18.72,28.5
1000897001,1,2,231.42,347.14,0,18.72,28.5
1000897002,1,2,231.42,205.71,0,18.72,28.5
1000897003,1,2,848.56,379.27,0,18.72,28.5
1000897004,1,2,1169.98,334.28,951.42,18.72,28.5
1000897005,1,2,1864.27,2339.96,0,18.72,28.5
1000897006,1,2,829.26,392.13,0,18.72,28.5
1000905602,1,2,1131.41,771.41,347.14,18.72,28.5
1000905603,1,2,565.7,771.41,0,18.72,28.5
1000905604,1,2,0,0,0,18.72,28.5
1000905605,1,2,0,0,0,18.72,28.5
1000905606,1,2,996.39,1191.83,0,18.72,28.5
1000913701,1,2,0,0,0,18.72,28.5
1000913702,1,2,218.57,539.96,179.99,18.72,28.5
1000913703,1,2,1542.84,0,0,18.72,28.5
1000913704,1,2,713.55,591.4,0,18.72,28.5
1000913705,1,2,0,0,385.7,18.72,28.5
1000913706,1,2,372.85,0,0,18.72,28.5
1000920201,1,3,1941.4,1067.11,0,18.72,28.5
1000920202,1,3,3947.08,295.71,334.28,18.72,28.5
1000920203,1,3,89.99,0,0,18.72,28.5
1000920204,1,3,0,385.71,0,18.72,28.5
1000920206,1,3,1259.99,0,0,18.72,28.5
1000927701,1,1,0,989.96,0,18.72,28.5
1000927702,1,1,308.56,707.13,0,18.72,28.5
1000927704,1,1,0,925.7,0,18.72,28.5
1000927705,1,1,655.7,334.28,0,18.72,28.5
1000927706,1,1,764.97,771.41,0,18.72,28.5
1000951201,1,2,714.84,0,0,18.72,28.5
1000951202,1,2,1838.54,257.14,0,18.72,28.5
1000951204,1,2,205.71,0,0,18.72,28.5
1000951205,1,2,257.14,154.28,385.71,18.72,28.5
1000951206,1,2,2365.69,1067.12,0,18.72,28.5
1000961501,1,3,205.71,0,0,18.72,28.5
1000961502,1,3,604.27,0,0,18.72,28.5
1000961503,1,3,848.53,282.85,0,18.72,28.5
1000961505,1,3,1349.98,848.57,0,18.72,28.5
1000961506,1,3,385.71,205.71,0,18.72,28.5
1001015301,1,3,1067.11,321.42,0,18.72,28.5
1001015303,1,3,835.71,0,0,18.72,28.5
1001015305,1,3,2301.41,797.12,0,18.72,28.5
1001030901,1,3,308.56,0,0,18.72,28.5
1001030902,1,3,617.12,591.41,321.42,18.72,28.5
1001030903,1,3,4255.7,1491.41,0,18.72,28.5
1001030904,1,3,411.42,257.14,0,18.72,28.5
1001030905,1,3,0,0,0,18.72,28.5
1001030906,1,3,1337.13,0,0,18.72,28.5
1001055801,1,3,1401.41,591.42,0,18.72,28.5
1001055802,1,3,1973.52,642.85,0,18.72,28.5
1001055803,1,3,340.71,0,0,18.72,28.5
1001055805,1,3,1574.99,0,578.57,18.72,28.5
1001055806,1,3,1883.53,893.55,0,18.72,28.5
1001084501,1,2,1067.11,642.85,0,18.72,28.5
1001084502,1,2,707.13,539.98,0,18.72,28.5
1001084503,1,2,1124.95,771.4,0,18.72,28.5
1001084504,1,2,449.98,514.28,0,18.72,28.5
1001084506,1,2,1349.96,1157.13,0,18.72,28.5
1001090401,1,3,1279.26,167.14,0,18.72,28.5
1001090402,1,3,446.26,707.12,293.14,18.72,28.5
1001090403,1,3,1118.56,282.85,0,18.72,28.5
1001090405,1,3,2455.67,861.4,0,18.72,28.5
1001090406,1,3,3371.74,269.99,0,18.72,28.5
1001096601,1,4,1967.11,591.42,0,18.72,28.5
1001096605,1,4,887.13,925.69,0,18.72,28.5
1001096606,1,4,1388.55,141.42,0,18.72,28.5
1001106002,1,3,0,0,0,18.72,28.5
1001106003,1,3,449.99,334.28,0,18.72,28.5
1001106004,1,3,231.42,0,0,18.72,28.5
1001106005,1,3,314.99,257.14,0,18.72,28.5
1001135301,1,2,1452.81,321.42,0,18.72,28.5
1001135302,1,2,1079.98,128.57,0,18.72,28.5
1001135303,1,2,1652.07,2089.23,0,18.72,28.5
1001135304,1,2,385.71,257.14,0,18.72,28.5
1001135305,1,2,359.99,449.99,0,18.72,28.5
1001135306,1,2,1067.13,668.57,0,18.72,28.5
1001136901,1,2,385.71,0,0,18.72,28.5
1001136902,1,2,0,0,0,18.72,28.5
1001136903,1,2,0,0,0,18.72,28.5
1001136904,1,2,424.28,0,0,18.72,28.5
1001136905,1,2,1799.98,0,1092.85,18.72,28.5
1001141801,1,2,1542.84,0,0,18.72,28.5
1001141802,1,2,0,0,0,18.72,28.5
1001141803,1,2,0,0,0,18.72,28.5
1001141805,1,2,359.99,462.85,0,18.72,28.5
1001141806,1,2,578.57,835.7,0,18.72,28.5
1001155702,1,4,2622.82,0,0,18.72,28.5
1001155703,1,4,732.84,771.42,1877.12,18.72,28.5
1001155704,1,4,1864.27,1157.14,0,18.72,28.5
1001155705,1,4,4101.38,1105.69,0,18.72,28.5
1001155706,1,4,1928.55,771.42,0,18.72,28.5
