folioviv,foliohog,est_socio,leche,huevo,pescado,p_leche,p_huevo
1604411820,1,2,1285.69,1131.41,411.42,18.72,28.5
1604411821,1,2,0,0,0,18.72,28.5
1604411822,1,2,141.42,167.14,0,18.72,28.5
1604411823,1,2,154.28,353.56,0,18.72,28.5
1604411824,1,2,462.84,192.85,0,18.72,28.5
1604411913,1,2,0,0,0,18.72,28.5
1604411914,1,2,514.28,0,0,18.72,28.5
1604411914,2,2,0,0,0,18.72,28.5
1604411915,1,2,642.85,0,514.28,18.72,28.5
1604411916,1,2,205.71,334.28,0,18.72,28.5
1604411917,1,2,1517.11,784.27,0,18.72,28.5
1604411918,1,2,2288.55,475.7,0,18.72,28.5
1604595008,1,2,449.99,0,0,18.72,28.5
1604595010,1,2,0,0,0,18.72,28.5
1604595011,1,2,0,0,0,18.72,28.5
1604595401,1,2,4448.54,192.85,0,18.72,28.5
1604595403,1,2,3034.22,0,0,18.72,28.5
1604595404,1,2,2751.38,0,0,18.72,28.5
1604595405,1,2,0,167.14,0,18.72,28.5
1604595406,1,2,3400.66,160.71,0,18.72,28.5
1604595613,1,2,4654.27,0,0,18.72,28.5
1604595614,1,2,771.42,334.28,0,18.72,28.5
1604595615,1,2,552.85,0,0,18.72,28.5
1604595616,1,2,2172.83,0,0,18.72,28.5
1604595617,1,2,128.57,0,0,18.72,28.5
1604595618,1,2,758.56,0,0,18.72,28.5
1604595719,1,2,0,192.85,192.85,18.72,28.5
1604595720,1,2,1157.13,128.57,0,18.72,28.5
1604595721,1,2,527.13,501.42,0,18.72,28.5
1604595722,1,2,179.99,829.27,0,18.72,28.5
1604595723,1,2,1169.97,128.57,0,18.72,28.5
1604595724,1,2,527.13,0,257.14,18.72,28.5
1604712201,1,2,835.69,231.42,2314.28,18.72,28.5
1604712202,1,2,385.7,0,642.85,18.72,28.5
1604712203,1,2,0,0,218.57,18.72,28.5
1604712205,1,2,3214.25,5522.12,0,18.72,28.5
1604712206,1,2,623.55,128.57,0,18.72,28.5
1604712313,1,2,861.41,0,0,18.72,28.5
1604712314,1,2,128.57,154.28,449.99,18.72,28.5
1604712315,1,2,1594.26,424.28,0,18.72,28.5
1604712316,1,2,347.14,1015.7,0,18.72,28.5
1604712317,1,2,0,0,1285.7,18.72,28.5
1604712318,1,2,1079.98,0,0,18.72,28.5
1604712507,1,2,411.42,0,0,18.72,28.5
1604712508,1,2,1414.25,128.57,0,18.72,28.5
1604712509,1,2,559.27,257.14,398.57,18.72,28.5
1604712510,1,2,0,128.57,0,18.72,28.5
1604712511,1,2,0,0,0,18.72,28.5
1604712512,1,2,617.13,321.42,1028.57,18.72,28.5
1604712919,1,2,1581.41,617.14,1092.85,18.72,28.5
1604712920,1,2,0,192.85,308.57,18.72,28.5
1604712921,1,2,0,0,0,18.72,28.5
1604712922,1,2,1671.4,642.84,0,18.72,28.5
1604712923,1,2,1645.69,0,0,18.72,28.5
1604712924,1,2,694.28,0,0,18.72,28.5
1604730301,1,1,771.41,192.85,0,18.72,28.5
1604730302,1,1,1054.26,353.56,385.71,18.72,28.5
1604730303,1,1,141.42,809.99,0,18.72,28.5
1604730304,1,1,257.14,0,642.85,18.72,28.5
1604730305,1,1,642.85,0,0,18.72,28.5
1604730306,1,1,257.14,0,0,18.72,28.5
1604730419,1,1,610.68,154.28,0,18.72,28.5
1604730420,1,1,707.13,462.85,771.42,18.72,28.5
1604730422,1,1,128.57,0,0,18.72,28.5
1604730423,1,1,385.71,514.28,0,18.72,28.5
1604730424,1,1,925.68,289.27,0,18.72,28.5
1604730813,1,1,1311.41,0,0,18.72,28.5
1604730813,2,1,0,257.14,0,18.72,28.5
1604730814,1,1,0,578.56,1735.71,18.72,28.5
1604730815,1,1,0,89.99,0,18.72,28.5
1604730816,1,1,257.14,359.98,0,18.72,28.5
1604730817,1,1,707.11,257.14,0,18.72,28.5
1604730818,1,1,925.7,128.57,0,18.72,28.5
1604730907,1,1,359.99,0,0,18.72,28.5
1604730907,2,1,411.42,282.85,0,18.72,28.5
1604730908,1,1,0,257.14,0,18.72,28.5
1604730909,1,1,321.42,0,0,18.72,28.5
1604730910,1,1,0,179.99,0,18.72,28.5
1604730911,1,1,694.28,192.85,0,18.72,28.5
1604730912,1,1,321.42,0,1157.13,18.72,28.5
1604730912,2,1,231.42,192.85,0,18.72,28.5
1604781201,1,2,282.84,0,0,18.72,28.5
1604781202,1,2,102.85,231.42,334.28,18.72,28.5
1604781203,1,2,578.55,173.57,0,18.72,28.5
1604781204,1,2,2211.39,359.98,0,18.72,28.5
1604781205,1,2,539.97,359.98,0,18.72,28.5
1604781206,1,2,282.85,0,0,18.72,28.5
1604781313,1,2,5232.83,321.42,1157.14,18.72,28.5
1604781315,1,2,2134.25,0,0,18.72,28.5
1604781316,1,2,2262.82,0,0,18.72,28.5
1604781317,1,2,2648.51,359.99,0,18.72,28.5
1604781318,1,2,1227.79,488.55,0,18.72,28.5
1604781507,1,2,141.42,0,899.99,18.72,28.5
1604781508,1,2,257.13,295.71,0,18.72,28.5
1604781509,1,2,1079.98,0,0,18.72,28.5
1604781510,1,2,385.71,642.85,0,18.72,28.5
1604781511,1,2,694.26,0,0,18.72,28.5
1604781512,1,2,128.57,964.25,0,18.72,28.5
1604781919,1,2,462.84,0,0,18.72,28.5
1604781920,1,2,134.99,0,0,18.72,28.5
1604781921,1,2,1079.99,167.14,0,18.72,28.5
1604781923,1,2,398.56,173.57,0,18.72,28.5
1604781924,1,2,597.83,411.42,0,18.72,28.5
1604802001,1,1,951.41,488.56,0,18.72,28.5
1604802002,1,1,0,0,771.42,18.72,28.5
1604802003,1,1,2069.97,0,0,18.72,28.5
1604802004,1,1,2648.56,295.7,0,18.72,28.5
1604802005,1,1,771.4,0,0,18.72,28.5
1604802006,1,1,1105.7,128.57,0,18.72,28.5
1604802219,1,1,0,514.27,0,18.72,28.5
1604802220,1,1,0,0,0,18.72,28.5
1604802221,1,1,1626.41,449.99,411.42,18.72,28.5
1604802222,1,1,1607.11,514.28,0,18.72,28.5
1604802223,1,1,0,0,0,18.72,28.5
1604802224,1,1,983.55,154.28,0,18.72,28.5
1604802607,1,1,539.98,668.56,0,18.72,28.5
1604802608,1,1,0,128.57,0,18.72,28.5
1604802609,1,1,257.14,0,0,18.72,28.5
1604802610,1,1,2249.96,0,0,18.72,28.5
1604802611,1,1,128.57,0,0,18.72,28.5
1604802612,1,1,385.71,0,0,18.72,28.5
1604802612,2,1,257.14,0,0,18.72,28.5
1604802713,1,1,604.28,0,1259.99,18.72,28.5
1604802715,1,1,539.99,128.57,0,18.72,28.5
1604802715,2,1,4448.55,0,0,18.72,28.5
1604802716,1,1,0,128.57,218.57,18.72,28.5
1604854001,1,1,848.55,77.14,0,18.72,28.5
1604854002,1,1,334.28,0,0,18.72,28.5
1604854003,1,1,0,0,0,18.72,28.5
1604854004,1,1,899.99,0,0,18.72,28.5
1604854005,1,1,0,0,0,18.72,28.5
1604854006,1,1,565.7,77.14,0,18.72,28.5
1604854219,1,1,0,0,771.42,18.72,28.5
1604854220,1,1,1671.39,488.56,1157.13,18.72,28.5
1604854221,1,1,0,0,707.13,18.72,28.5
1604854223,1,1,1182.83,0,0,18.72,28.5
1604854224,1,1,257.14,257.14,385.71,18.72,28.5
1604854607,1,1,1092.83,321.42,0,18.72,28.5
1604854608,1,1,64.28,0,2725.69,18.72,28.5
1604854609,1,1,0,0,0,18.72,28.5
1604854610,1,1,1414.28,0,0,18.72,28.5
1604854611,1,1,0,128.57,771.42,18.72,28.5
1604854612,1,1,0,0,2057.13,18.72,28.5
1604854713,1,1,514.28,449.99,0,18.72,28.5
1604854714,1,1,1311.42,0,899.99,18.72,28.5
1604854715,1,1,771.41,0,2699.98,18.72,28.5
1604854716,1,1,449.99,385.71,0,18.72,28.5
1604854717,1,1,1491.41,192.85,0,18.72,28.5
1604854718,1,1,835.71,0,0,18.72,28.5
1605019013,1,2,719.99,257.14,1671.42,18.72,28.5
1605019014,1,2,964.28,0,1259.98,18.72,28.5
1605019015,1,2,0,257.14,0,18.72,28.5
1605019016,1,2,0,1221.41,0,18.72,28.5
1605019016,2,2,0,694.27,668.57,18.72,28.5
1605019017,1,2,218.57,0,0,18.72,28.5
1605019018,1,2,0,0,0,18.72,28.5
1605019407,1,2,501.42,0,1542.85,18.72,28.5
1605019408,1,2,771.41,0,0,18.72,28.5
1605019409,1,2,2005.67,0,0,18.72,28.5
1605019410,1,2,1388.56,617.14,0,18.72,28.5
1605019411,1,2,186.42,0,0,18.72,28.5
1605019412,1,2,257.14,835.7,0,18.72,28.5
1605019619,1,2,398.57,192.85,0,18.72,28.5
1605019619,2,2,822.85,257.14,0,18.72,28.5
1605019620,1,2,1157.13,0,0,18.72,28.5
1605019621,1,2,5579.97,321.42,0,18.72,28.5
1605019622,1,2,1851.39,0,1671.42,18.72,28.5
1605019623,1,2,462.84,514.28,0,18.72,28.5
1605019624,1,2,1902.84,257.14,3214.28,18.72,28.5
1605019801,1,2,0,0,0,18.72,28.5
1605019802,1,2,1157.13,257.14,0,18.72,28.5
1605019803,1,2,1028.55,192.85,0,18.72,28.5
1605019804,1,2,629.99,167.14,0,18.72,28.5
1605019805,1,2,2957.1,0,0,18.72,28.5
1605019806,1,2,514.28,0,771.42,18.72,28.5
1605039202,1,2,1517.08,475.71,0,18.72,28.5
1605039205,1,2,1986.27,255.85,0,18.72,28.5
1605039206,1,2,1967.12,0,1285.71,18.72,28.5
1605084501,1,2,642.84,0,0,18.72,28.5
1605084501,2,2,848.56,0,0,18.72,28.5
1605084502,1,2,0,38.57,0,18.72,28.5
1605084503,1,2,1311.42,668.56,0,18.72,28.5
1605084504,1,2,282.85,0,0,18.72,28.5
1605084505,1,2,822.84,0,0,18.72,28.5
1605084506,1,2,655.7,0,0,18.72,28.5
1605202013,1,2,1941.41,0,0,18.72,28.5
1605202014,1,2,552.84,0,0,18.72,28.5
1605202015,1,2,0,0,359.99,18.72,28.5
1605202016,1,2,687.85,257.14,1735.69,18.72,28.5
1605202017,1,2,141.42,0,0,18.72,28.5
1605202018,1,2,578.55,0,0,18.72,28.5
1605202407,1,2,0,128.57,0,18.72,28.5
1605202408,1,2,154.28,0,0,18.72,28.5
1605202409,1,2,642.85,1028.56,514.28,18.72,28.5
1605202410,1,2,3098.52,424.28,514.28,18.72,28.5
1605202411,1,2,3548.53,359.99,0,18.72,28.5
1605202412,1,2,321.42,475.7,0,18.72,28.5
1605202619,1,2,655.7,0,0,18.72,28.5
1605202620,1,2,2854.21,1157.12,0,18.72,28.5
1605202621,1,2,925.68,321.42,0,18.72,28.5
1605202622,1,2,848.55,334.28,771.42,18.72,28.5
1605202623,1,2,527.13,0,1671.41,18.72,28.5
1605202624,1,2,964.27,128.57,578.57,18.72,28.5
1605202801,1,2,822.84,257.14,385.71,18.72,28.5
1605202802,1,2,0,257.14,0,18.72,28.5
1605202803,1,2,0,0,0,18.72,28.5
1605202804,1,2,2892.78,0,0,18.72,28.5
1605202805,1,2,0,0,0,18.72,28.5
1605202806,1,2,1799.98,192.85,0,18.72,28.5
1605204307,1,1,257.14,257.14,771.42,18.72,28.5
1605204307,2,1,449.99,0,0,18.72,28.5
1605204309,1,1,192.85,64.28,964.28,18.72,28.5
1605204310,1,1,128.57,0,0,18.72,28.5
1605204311,1,1,385.71,192.85,0,18.72,28.5
1605204312,1,1,771.42,128.57,0,18.72,28.5
1605204501,1,1,2699.99,449.99,0,18.72,28.5
1605204502,1,1,488.56,128.57,0,18.72,28.5
1605204503,1,1,231.42,0,0,18.72,28.5
1605204505,1,1,411.42,411.42,0,18.72,28.5
1605204506,1,1,205.71,0,0,18.72,28.5
1605204819,1,1,475.7,0,0,18.72,28.5
1605204820,1,1,0,385.7,1157.13,18.72,28.5
1605204821,1,1,192.85,128.57,514.28,18.72,28.5
1605204822,1,1,192.85,0,642.85,18.72,28.5
1605204823,1,1,0,0,2442.83,18.72,28.5
1605204824,1,1,0,192.85,0,18.72,28.5
1605204913,1,1,617.13,192.85,0,18.72,28.5
1605204914,1,1,1594.26,578.56,0,18.72,28.5
1605204915,1,1,1311.41,257.14,514.28,18.72,28.5
1605204916,1,1,1979.97,655.69,1555.69,18.72,28.5
1605204917,1,1,449.99,0,1285.71,18.72,28.5
1605204918,1,1,707.13,0,0,18.72,28.5
1605204918,2,1,771.42,192.85,578.56,18.72,28.5
1605295207,1,2,141.42,0,0,18.72,28.5
1605295208,1,2,398.56,231.42,0,18.72,28.5
1605295209,1,2,694.27,308.56,0,18.72,28.5
1605295209,2,2,514.28,295.71,102.85,18.72,28.5
1605295211,1,2,2378.57,565.7,0,18.72,28.5
1605295212,1,2,1889.97,192.85,0,18.72,28.5
1605295319,1,2,0,334.28,179.99,18.72,28.5
1605295320,1,2,257.14,128.57,0,18.72,28.5
1605295320,2,2,257.14,192.85,0,18.72,28.5
1605295321,1,2,1581.41,321.42,0,18.72,28.5
1605295322,1,2,321.42,154.28,282.85,18.72,28.5
1605295323,1,2,385.71,167.14,282.85,18.72,28.5
1605295324,1,2,964.24,179.99,0,18.72,28.5
1605295513,1,2,0,0,835.71,18.72,28.5
1605295514,1,2,1349.95,334.28,0,18.72,28.5
1605295517,1,2,707.13,192.85,642.85,18.72,28.5
1605295518,1,2,257.14,64.28,0,18.72,28.5
1605295701,1,2,231.42,0,0,18.72,28.5
1605295702,1,2,0,167.14,0,18.72,28.5
1605295703,1,2,1864.24,192.85,0,18.72,28.5
1605295704,1,2,0,0,0,18.72,28.5
1605295705,1,2,887.13,269.99,0,18.72,28.5
1605295706,1,2,1054.27,128.57,771.42,18.72,28.5
1605482207,1,2,617.13,0,167.14,18.72,28.5
1605482208,1,2,437.14,167.14,0,18.72,28.5
1605482209,1,2,0,0,0,18.72,28.5
1605482209,2,2,372.84,0,0,18.72,28.5
1605482210,1,2,514.25,289.27,257.14,18.72,28.5
1605482211,1,2,514.25,179.99,642.85,18.72,28.5
1605482212,1,2,2327.11,167.14,0,18.72,28.5
1605482319,1,2,2764.26,835.7,0,18.72,28.5
1605482321,1,2,2404.26,1157.12,0,18.72,28.5
1605482322,1,2,1645.68,179.99,0,18.72,28.5
1605482323,1,2,0,0,0,18.72,28.5
1605482324,1,2,0,0,0,18.72,28.5
1605482513,1,2,0,0,0,18.72,28.5
1605482514,1,2,0,0,385.71,18.72,28.5
1605482515,1,2,0,0,0,18.72,28.5
1605482516,1,2,1169.96,128.57,0,18.72,28.5
1605482517,1,2,128.57,694.26,0,18.72,28.5
1605482518,1,2,192.85,424.26,514.28,18.72,28.5
1605482701,1,2,411.42,334.28,0,18.72,28.5
1605482702,1,2,0,334.28,0,18.72,28.5
1605482703,1,2,552.84,0,0,18.72,28.5
1605482704,1,2,0,0,411.42,18.72,28.5
1605482705,1,2,809.99,0,0,18.72,28.5
1605482706,1,2,154.28,128.57,449.99,18.72,28.5
1605679019,1,2,0,0,0,18.72,28.5
1605679020,1,2,385.71,0,0,18.72,28.5
1605679021,1,2,237.85,0,0,18.72,28.5
1605679022,1,2,539.98,0,0,18.72,28.5
1605679023,1,2,411.42,128.57,0,18.72,28.5
1605679413,1,2,5914.27,0,0,18.72,28.5
1605679414,1,2,269.99,0,514.28,18.72,28.5
1605679416,1,2,1028.55,257.14,3779.99,18.72,28.5
1605679417,1,2,0,0,1542.85,18.72,28.5
1605679418,1,2,1298.55,179.99,205.71,18.72,28.5
1605679807,1,2,0,0,0,18.72,28.5
1605679808,1,2,874.27,514.27,0,18.72,28.5
1605679809,1,2,2018.53,411.42,0,18.72,28.5
1605679810,1,2,1227.83,167.14,642.85,18.72,28.5
1605679811,1,2,3522.8,0,0,18.72,28.5
1605679812,1,2,771.41,424.27,192.85,18.72,28.5
1605679904,1,2,0,0,0,18.72,28.5
1605679905,1,2,205.71,0,1542.85,18.72,28.5
1605679906,1,2,899.99,372.85,0,18.72,28.5
1605708020,1,2,565.7,912.83,0,18.72,28.5
1605708022,1,2,0,0,64.28,18.72,28.5
1605708023,1,2,154.28,179.99,0,18.72,28.5
1605708024,1,2,809.98,160.71,0,18.72,28.5
1605708413,1,2,154.28,0,0,18.72,28.5
1605708414,1,2,0,51.42,0,18.72,28.5
1605708414,2,2,385.71,128.57,0,18.72,28.5
1605708415,1,2,192.85,578.56,0,18.72,28.5
1605708416,1,2,0,0,0,18.72,28.5
1605708417,1,2,0,0,0,18.72,28.5
1605708418,1,2,385.71,359.99,0,18.72,28.5
1605708807,1,2,359.99,0,0,18.72,28.5
1605708808,1,2,0,179.99,0,18.72,28.5
1605708809,1,2,0,488.55,0,18.72,28.5
1605708811,1,2,488.55,0,0,18.72,28.5
1605708812,1,2,179.99,0,0,18.72,28.5
1605708901,1,2,0,179.99,0,18.72,28.5
1605708902,1,2,411.42,0,0,18.72,28.5
1605708903,1,2,0,359.99,0,18.72,28.5
1605708904,1,2,0,0,0,18.72,28.5
1605708905,1,2,0,0,0,18.72,28.5
1605708906,1,2,257.14,359.99,0,18.72,28.5
1605794213,1,2,2108.55,681.41,0,18.72,28.5
1605794214,1,2,1934.97,604.28,0,18.72,28.5
1605794215,1,2,1799.98,514.28,0,18.72,28.5
1605794216,1,2,1015.7,192.85,0,18.72,28.5
1605794520,1,2,0,0,0,18.72,28.5
1605794521,1,2,874.28,0,0,18.72,28.5
1605794522,1,2,2519.95,0,0,18.72,28.5
1605794523,1,2,1144.26,874.27,0,18.72,28.5
1605794524,1,2,334.27,192.85,0,18.72,28.5
1605794602,1,2,475.71,282.85,0,18.72,28.5
1605794603,1,2,1838.54,334.28,0,18.72,28.5
1605794604,1,2,1902.82,0,0,18.72,28.5
1605794605,1,2,2249.96,642.84,0,18.72,28.5
1605794606,1,2,1118.56,321.42,0,18.72,28.5
1605794707,1,2,1954.27,308.57,0,18.72,28.5
1605794708,1,2,0,0,0,18.72,28.5
1605794709,1,2,0,115.71,1928.57,18.72,28.5
1605794710,1,2,642.85,141.42,0,18.72,28.5
1605794711,1,2,899.99,0,0,18.72,28.5
1605794712,1,2,385.71,0,0,18.72,28.5
1605904801,1,2,205.71,154.28,0,18.72,28.5
1605904803,1,2,822.84,321.42,0,18.72,28.5
1605904804,1,2,681.41,334.28,0,18.72,28.5
1605904805,1,2,745.7,0,282.85,18.72,28.5
1605904806,1,2,128.57,128.57,0,18.72,28.5
1606012301,1,2,565.68,128.57,0,18.72,28.5
1606012302,1,2,925.68,334.28,0,18.72,28.5
1606012303,1,2,1002.84,0,0,18.72,28.5
1606012304,1,2,1388.55,0,2699.99,18.72,28.5
1606012305,1,2,141.42,0,0,18.72,28.5
1606012419,1,2,694.26,694.27,0,18.72,28.5
1606012420,1,2,269.98,617.13,0,18.72,28.5
1606012422,1,2,1247.13,1002.83,0,18.72,28.5
1606012423,1,2,334.27,0,0,18.72,28.5
1606012424,1,2,347.12,334.28,0,18.72,28.5
1606012814,1,2,809.98,642.84,0,18.72,28.5
1606012815,1,2,385.71,0,0,18.72,28.5
1606012816,1,2,437.13,179.99,0,18.72,28.5
1606012817,1,2,0,0,0,18.72,28.5
1606012818,1,2,141.42,0,218.57,18.72,28.5
1606012907,1,2,347.13,1157.14,0,18.72,28.5
1606012909,1,2,1079.96,0,0,18.72,28.5
1606012910,1,2,257.14,0,0,18.72,28.5
1606012911,1,2,0,64.28,0,18.72,28.5
1606012912,1,2,89.99,385.71,899.99,18.72,28.5
1606059213,1,2,0,0,0,18.72,28.5
1606059214,1,2,77.14,0,0,18.72,28.5
1606059215,1,2,205.71,167.14,0,18.72,28.5
1606059216,1,2,0,347.14,0,18.72,28.5
1606059217,1,2,167.14,565.69,0,18.72,28.5
1606059218,1,2,925.7,874.27,0,18.72,28.5
1606059519,1,2,2571.42,0,0,18.72,28.5
1606059520,1,2,0,0,0,18.72,28.5
1606059522,1,2,1362.82,0,0,18.72,28.5
1606059523,1,2,0,308.57,0,18.72,28.5
1606059524,1,2,321.42,154.28,0,18.72,28.5
1606059603,1,2,257.14,154.28,0,18.72,28.5
1606059604,1,2,2069.98,308.57,0,18.72,28.5
1606059605,1,2,398.56,167.14,0,18.72,28.5
1606059606,1,2,719.97,0,0,18.72,28.5
1606059710,1,2,257.14,0,0,18.72,28.5
1606059712,1,2,385.7,295.71,0,18.72,28.5
1606086007,1,1,0,411.42,0,18.72,28.5
1606086009,1,1,655.71,0,0,18.72,28.5
1606086010,1,1,2005.68,437.13,0,18.72,28.5
1606086011,1,1,1619.98,192.85,0,18.72,28.5
1606086011,2,1,385.71,128.57,0,18.72,28.5
1606086401,1,1,0,0,0,18.72,28.5
1606086402,1,1,2147.12,205.71,0,18.72,28.5
1606086403,1,1,0,0,0,18.72,28.5
1606086404,1,1,1247.13,0,0,18.72,28.5
1606086405,1,1,925.68,192.85,0,18.72,28.5
1606086405,2,1,385.7,0,437.14,18.72,28.5
1606086406,1,1,2044.23,539.98,0,18.72,28.5
1606086406,2,1,128.57,192.85,0,18.72,28.5
1606086613,1,1,0,0,0,18.72,28.5
1606086614,1,1,205.71,0,0,18.72,28.5
1606086615,1,1,1504.26,205.71,411.42,18.72,28.5
1606086616,1,1,257.14,0,0,18.72,28.5
1606086617,1,1,719.97,0,1157.14,18.72,28.5
1606086618,1,1,449.99,0,0,18.72,28.5
1606086720,1,1,1819.24,205.71,642.85,18.72,28.5
1606086721,1,1,1157.12,848.56,1259.99,18.72,28.5
1606086722,1,1,0,0,0,18.72,28.5
1606086723,1,1,1028.54,0,0,18.72,28.5
1606086724,1,1,539.99,128.57,0,18.72,28.5
1606161301,1,2,257.14,321.42,0,18.72,28.5
1606161302,1,2,797.13,282.85,0,18.72,28.5
1606161303,1,2,385.7,771.4,0,18.72,28.5
1606161304,1,2,0,192.85,0,18.72,28.5
1606161305,1,2,0,0,0,18.72,28.5
1606161306,1,2,2153.51,0,0,18.72,28.5
1660048013,1,2,655.69,347.13,0,18.72,28.5
1660048014,1,2,0,160.71,128.57,18.72,28.5
1660048017,1,2,2725.68,527.12,617.14,18.72,28.5
1660048018,1,2,347.13,0,0,18.72,28.5
1660048407,1,2,359.99,0,0,18.72,28.5
1660048408,1,2,1079.99,0,0,18.72,28.5
1660048409,1,2,0,0,0,18.72,28.5
1660048410,1,2,745.7,0,0,18.72,28.5
1660048411,1,2,1581.38,424.27,514.28,18.72,28.5
1660048412,1,2,308.57,308.57,0,18.72,28.5
1660048412,2,2,694.28,462.85,0,18.72,28.5
1660048619,1,2,578.54,591.42,0,18.72,28.5
1660048620,1,2,0,0,0,18.72,28.5
1660048622,1,2,308.55,102.85,0,18.72,28.5
1660048623,1,2,1491.4,0,0,18.72,28.5
1660048624,1,2,0,179.99,0,18.72,28.5
1660048801,1,2,3497.13,257.14,385.71,18.72,28.5
1660048802,1,2,1092.83,141.42,0,18.72,28.5
1660048803,1,2,1079.99,347.14,0,18.72,28.5
1660048804,1,2,1002.8,334.28,0,18.72,28.5
1660048805,1,2,1298.52,167.14,0,18.72,28.5
1660048806,1,2,0,0,0,18.72,28.5
1660117301,1,1,192.85,0,0,18.72,28.5
1660117302,1,1,662.11,0,0,18.72,28.5
1660117302,2,1,996.42,0,0,18.72,28.5
1660117303,1,1,308.56,0,0,18.72,28.5
1660117303,2,1,925.68,128.57,642.85,18.72,28.5
1660117304,1,1,745.69,578.55,0,18.72,28.5
1660117305,1,1,578.54,565.7,0,18.72,28.5
1660117306,1,1,1510.65,334.28,0,18.72,28.5
1660117419,1,1,732.82,334.28,0,18.72,28.5
1660117419,2,1,257.13,0,0,18.72,28.5
1660117420,1,1,1928.53,295.7,0,18.72,28.5
1660117421,1,1,964.27,0,0,18.72,28.5
1660117422,1,1,192.85,77.14,0,18.72,28.5
1660117423,1,1,205.71,179.99,0,18.72,28.5
1660117424,1,1,925.68,308.56,0,18.72,28.5
1660117814,1,1,0,154.28,0,18.72,28.5
1660117815,1,1,0,0,0,18.72,28.5
1660117816,1,1,359.98,359.98,0,18.72,28.5
1660117817,1,1,0,0,385.71,18.72,28.5
1660117818,1,1,154.28,359.98,0,18.72,28.5
1660117907,1,1,578.56,578.56,0,18.72,28.5
1660117908,1,1,398.56,192.85,0,18.72,28.5
1660117910,1,1,1285.67,347.13,0,18.72,28.5
1660117911,1,1,1285.7,0,0,18.72,28.5
1660117912,1,1,0,192.85,0,18.72,28.5
1660141001,1,1,655.71,308.57,385.71,18.72,28.5
1660141002,1,1,899.99,0,0,18.72,28.5
1660141003,1,1,1902.83,501.42,0,18.72,28.5
1660141004,1,1,475.71,154.28,0,18.72,28.5
1660141006,1,1,385.71,488.56,0,18.72,28.5
1660141219,1,1,899.97,0,0,18.72,28.5
1660141220,1,1,0,0,0,18.72,28.5
1660141221,1,1,912.84,359.99,0,18.72,28.5
1660141222,1,1,0,385.71,0,18.72,28.5
1660141223,1,1,0,0,0,18.72,28.5
1660141224,1,1,192.85,0,0,18.72,28.5
1660141607,1,1,771.42,385.71,0,18.72,28.5
1660141608,1,1,0,0,0,18.72,28.5
1660141609,1,1,0,0,0,18.72,28.5
1660141610,1,1,205.71,0,0,18.72,28.5
1660141611,1,1,1491.42,925.71,0,18.72,28.5
1660141713,1,1,1864.27,449.99,0,18.72,28.5
1660141714,1,1,6364.26,0,0,18.72,28.5
1660141715,1,1,835.7,449.99,0,18.72,28.5
1660141715,2,1,0,308.57,0,18.72,28.5
1660141716,1,1,0,0,0,18.72,28.5
1660141717,1,1,1349.99,462.84,0,18.72,28.5
1660141718,1,1,462.84,179.99,0,18.72,28.5
1660176207,1,2,1182.79,0,0,18.72,28.5
1660176208,1,2,347.13,854.99,617.14,18.72,28.5
1660176209,1,2,822.82,321.42,578.56,18.72,28.5
1660176322,1,2,0,0,0,18.72,28.5
1660176323,1,2,2616.38,0,0,18.72,28.5
1660176324,1,2,932.11,539.97,0,18.72,28.5
1660176513,1,2,0,0,0,18.72,28.5
1660176514,1,2,102.85,102.85,0,18.72,28.5
1660176515,1,2,1105.7,655.7,0,18.72,28.5
1660176516,1,2,617.13,269.99,0,18.72,28.5
1660176517,1,2,752.12,681.42,1131.42,18.72,28.5
1660176701,1,2,861.41,167.14,0,18.72,28.5
1660176702,1,2,1079.98,0,0,18.72,28.5
1660176703,1,2,1999.27,899.99,0,18.72,28.5
1660176706,1,2,1529.95,0,578.57,18.72,28.5
1660219019,1,2,565.7,160.71,334.28,18.72,28.5
1660219019,2,2,160.71,321.42,334.28,18.72,28.5
1660219021,1,2,0,0,218.57,18.72,28.5
1660219022,1,2,334.28,334.28,0,18.72,28.5
1660219023,1,2,2404.24,629.99,0,18.72,28.5
1660219023,2,2,2262.85,0,0,18.72,28.5
1660219024,1,2,385.71,359.99,1799.98,18.72,28.5
1660219413,1,2,2108.53,205.7,449.99,18.72,28.5
1660219414,1,2,604.27,282.85,0,18.72,28.5
1660219415,1,2,1838.53,334.27,0,18.72,28.5
1660219415,2,2,1118.55,0,0,18.72,28.5
1660219415,3,2,141.42,0,0,18.72,28.5
1660219416,1,2,1529.98,321.42,0,18.72,28.5
1660219417,1,2,989.97,887.13,0,18.72,28.5
1660219418,1,2,0,308.56,0,18.72,28.5
1660219807,1,2,1542.85,0,0,18.72,28.5
1660219808,1,2,0,0,0,18.72,28.5
1660219809,1,2,1028.55,257.14,462.85,18.72,28.5
1660219810,1,2,0,0,0,18.72,28.5
1660219811,1,2,411.42,359.98,771.42,18.72,28.5
1660219812,1,2,231.42,359.99,771.42,18.72,28.5
1660219901,1,2,694.28,167.14,347.14,18.72,28.5
1660219902,1,2,3047.11,334.28,2571.42,18.72,28.5
1660219903,1,2,475.71,334.28,321.42,18.72,28.5
1660219903,2,2,0,334.28,964.28,18.72,28.5
1660219904,1,2,1163.54,167.14,0,18.72,28.5
1660219905,1,2,2603.49,617.13,0,18.72,28.5
1660219906,1,2,1889.96,0,514.28,18.72,28.5
