countrycode,region,year,gini
SWE,europe,2009,26.3
SWE,europe,2010,26.5
SWE,europe,2011,26.9
SWE,europe,2012,27.1
SWE,europe,2013,27.7
SWE,europe,2014,27.2
SWE,europe,2015,27.2
THA,asia_pacific,1990,45.3
THA,asia_pacific,1991,46.6
THA,asia_pacific,1992,47.9
THA,asia_pacific,1993,45.7
THA,asia_pacific,1994,43.5
THA,asia_pacific,1995,45.7
THA,asia_pacific,1996,42.9
THA,asia_pacific,1997,42.2
THA,asia_pacific,1998,41.5
THA,asia_pacific,1999,43.1
THA,asia_pacific,2000,42.8
THA,asia_pacific,2001,42.35
THA,asia_pacific,2002,41.9
THA,asia_pacific,2003,42.2
THA,asia_pacific,2004,42.5
THA,asia_pacific,2005,42.15
THA,asia_pacific,2006,41.8
THA,asia_pacific,2007,39.8
THA,asia_pacific,2008,40.3
THA,asia_pacific,2009,39.8
THA,asia_pacific,2010,39.4
THA,asia_pacific,2011,37.5
THA,asia_pacific,2012,39.3
THA,asia_pacific,2013,37.8
THA,asia_pacific,2014,37.8
THA,asia_pacific,2015,37.8
TJK,asia_pacific,1990,29.5
TJK,asia_pacific,1991,29.5
TJK,asia_pacific,1992,29.5
TJK,asia_pacific,1993,29.5
TJK,asia_pacific,1994,29.5
TJK,asia_pacific,1995,29.5
TJK,asia_pacific,1996,29.5
TJK,asia_pacific,1997,29.5
TJK,asia_pacific,1998,29.5
TJK,asia_pacific,1999,29.5
TJK,asia_pacific,2000,31.1
TJK,asia_pacific,2001,31.1
TJK,asia_pacific,2002,31.1
TJK,asia_pacific,2003,32.7
TJK,asia_pacific,2004,33.6
TJK,asia_pacific,2005,32.9
TJK,asia_pacific,2006,32.9
TJK,asia_pacific,2007,32.2
TJK,asia_pacific,2008,31.15
TJK,asia_pacific,2009,30.8
TJK,asia_pacific,2010,30.65
TJK,asia_pacific,2011,30.65
TJK,asia_pacific,2012,30.5
TJK,asia_pacific,2013,30.4
TJK,asia_pacific,2014,30.8
TJK,asia_pacific,2015,34
TUN,middle_east,1990,40.2
TUN,middle_east,1991,40.95
TUN,middle_east,1992,40.95
TUN,middle_east,1993,40.95
TUN,middle_east,1994,40.95
TUN,middle_east,1995,41.7
TUN,middle_east,1996,41.25
TUN,middle_east,1997,41.25
TUN,middle_east,1998,41.25
TUN,middle_east,1999,41.25
TUN,middle_east,2000,40.8
TUN,middle_east,2001,39.25
TUN,middle_east,2002,39.25
TUN,middle_east,2003,39.25
TUN,middle_east,2004,39.25
TUN,middle_east,2005,37.7
TUN,middle_east,2006,36.75
TUN,middle_east,2007,36.75
TUN,middle_east,2008,36.75
TUN,middle_east,2009,36.75
TUN,middle_east,2010,35.8
TUN,middle_east,2011,35.8
TUN,middle_east,2012,35.8
TUN,middle_east,2013,35.8
TUN,middle_east,2014,35.8
TUN,middle_east,2015,35.8
TUR,middle_east,1990,41.3
TUR,middle_east,1991,41.3
TUR,middle_east,1992,41.3
TUR,middle_east,1993,41.3
TUR,middle_east,1994,41.3
TUR,middle_east,1995,41.35
TUR,middle_east,1996,41.35
TUR,middle_east,1997,41.35
TUR,middle_east,1998,41.35
TUR,middle_east,1999,41.35
TUR,middle_east,2000,41.35
TUR,middle_east,2001,41.35
TUR,middle_east,2002,41.4
TUR,middle_east,2003,42.2
TUR,middle_east,2004,41.3
TUR,middle_east,2005,42.6
TUR,middle_east,2006,39.7
TUR,middle_east,2007,38.4
TUR,middle_east,2008,39
TUR,middle_east,2009,39
TUR,middle_east,2010,38.8
TUR,middle_east,2011,40
TUR,middle_east,2012,40.2
TUR,middle_east,2013,40.2
TUR,middle_east,2014,41.2
TUR,middle_east,2015,41.3
UGA,sub_africa,1990,41.3
UGA,sub_africa,1991,41.3
UGA,sub_africa,1992,41.4
UGA,sub_africa,1993,40.2
UGA,sub_africa,1994,40.2
UGA,sub_africa,1995,40.2
UGA,sub_africa,1996,39
UGA,sub_africa,1997,41
UGA,sub_africa,1998,41
UGA,sub_africa,1999,43
UGA,sub_africa,2000,44.1
UGA,sub_africa,2001,44.1
UGA,sub_africa,2002,45.2
UGA,sub_africa,2003,44.05
UGA,sub_africa,2004,44.05
UGA,sub_africa,2005,42.9
UGA,sub_africa,2006,43.55
UGA,sub_africa,2007,43.55
UGA,sub_africa,2008,43.55
UGA,sub_africa,2009,44.2
UGA,sub_africa,2010,42.6
UGA,sub_africa,2011,42.6
UGA,sub_africa,2012,41
UGA,sub_africa,2013,40.15
UGA,sub_africa,2014,40.15
UGA,sub_africa,2015,40.15
UKR,europe,1990,40.15
UKR,europe,1991,40.15
UKR,europe,1992,40.15
UKR,europe,1993,40.15
UKR,europe,1994,40.15
UKR,europe,1995,39.3
UKR,europe,1996,35.2
UKR,europe,1997,32.1
UKR,europe,1998,32.1
UKR,europe,1999,32.1
UKR,europe,2000,32.1
UKR,europe,2001,32.1
UKR,europe,2002,29
UKR,europe,2003,28.7
UKR,europe,2004,28.9
UKR,europe,2005,29
UKR,europe,2006,29.8
UKR,europe,2007,27
UKR,europe,2008,26.6
UKR,europe,2009,25.3
UKR,europe,2010,24.8
UKR,europe,2011,24.5
UKR,europe,2012,24.7
UKR,europe,2013,24.5
UKR,europe,2014,24.1
UKR,europe,2015,25.5
URY,america,1990,47.2
URY,america,1991,47.2
URY,america,1992,47.2
URY,america,1993,47.2
URY,america,1994,47.2
URY,america,1995,47.2
URY,america,1996,47.2
URY,america,1997,47.2
URY,america,1998,47.2
URY,america,1999,47.2
URY,america,2000,47.2
URY,america,2001,47.2
URY,america,2002,47.2
URY,america,2003,47.2
URY,america,2004,47.2
URY,america,2005,47.2
URY,america,2006,47.2
URY,america,2007,47.6
URY,america,2008,46.3
URY,america,2009,46.3
URY,america,2010,45.3
URY,america,2011,43.4
URY,america,2012,41.3
URY,america,2013,41.9
URY,america,2014,41.6
URY,america,2015,41.7
USA,america,1990,38.2
USA,america,1991,38.2
USA,america,1992,39.2
USA,america,1993,39.2
USA,america,1994,40.2
USA,america,1995,40.5
USA,america,1996,40.5
USA,america,1997,40.8
USA,america,1998,40.6
USA,america,1999,40.6
USA,america,2000,40.4
USA,america,2001,40.45
USA,america,2002,40.45
USA,america,2003,40.45
USA,america,2004,40.5
USA,america,2005,40.8
USA,america,2006,40.8
USA,america,2007,41.1
USA,america,2008,40.75
USA,america,2009,40.75
USA,america,2010,40.4
USA,america,2011,40.7
USA,america,2012,40.7
USA,america,2013,41
USA,america,2014,41.75
USA,america,2015,41.75
VEN,america,1990,41.75
VEN,america,1991,41.75
VEN,america,1992,42.5
VEN,america,1993,45.15
VEN,america,1994,45.15
VEN,america,1995,47.8
VEN,america,1996,48.8
VEN,america,1997,48.8
VEN,america,1998,49.8
VEN,america,1999,48.3
VEN,america,2000,28.25
VEN,america,2001,48.2
VEN,america,2002,50.6
VEN,america,2003,50.4
VEN,america,2004,49.8
VEN,america,2005,52.4
VEN,america,2006,46.9
VEN,america,2007,46.9
VEN,america,2008,46.9
VEN,america,2009,46.9
VEN,america,2010,46.9
VEN,america,2011,46.9
VEN,america,2012,46.9
VEN,america,2013,46.9
VEN,america,2014,46.9
VEN,america,2015,46.9
VNM,asia_pacific,1990,35.7
VNM,asia_pacific,1991,35.7
VNM,asia_pacific,1992,35.7
VNM,asia_pacific,1993,35.55
VNM,asia_pacific,1994,35.55
VNM,asia_pacific,1995,35.55
VNM,asia_pacific,1996,35.55
VNM,asia_pacific,1997,35.55
VNM,asia_pacific,1998,35.4
VNM,asia_pacific,1999,36.2
VNM,asia_pacific,2000,36.2
VNM,asia_pacific,2001,36.2
VNM,asia_pacific,2002,37
VNM,asia_pacific,2003,36.9
VNM,asia_pacific,2004,36.8
VNM,asia_pacific,2005,36.3
VNM,asia_pacific,2006,35.8
VNM,asia_pacific,2007,35.7
VNM,asia_pacific,2008,35.6
VNM,asia_pacific,2009,37.45
VNM,asia_pacific,2010,39.3
VNM,asia_pacific,2011,37.5
VNM,asia_pacific,2012,35.7
VNM,asia_pacific,2013,35.25
VNM,asia_pacific,2014,34.8
VNM,asia_pacific,2015,34.8
ZAF,sub_africa,1990,59.3
ZAF,sub_africa,1991,59.3
ZAF,sub_africa,1992,59.3
ZAF,sub_africa,1993,59.3
ZAF,sub_africa,1994,60
ZAF,sub_africa,1995,60
ZAF,sub_africa,1996,60.7
ZAF,sub_africa,1997,59.25
ZAF,sub_africa,1998,59.25
ZAF,sub_africa,1999,59.25
ZAF,sub_africa,2000,57.8
ZAF,sub_africa,2001,61.3
ZAF,sub_africa,2002,61.3
ZAF,sub_africa,2003,61.3
ZAF,sub_africa,2004,61.3
ZAF,sub_africa,2005,61.3
ZAF,sub_africa,2006,64.8
ZAF,sub_africa,2007,63.9
ZAF,sub_africa,2008,63
ZAF,sub_africa,2009,63.2
ZAF,sub_africa,2010,63.2
ZAF,sub_africa,2011,63.4
ZAF,sub_africa,2012,63.4
ZAF,sub_africa,2013,63.4
ZAF,sub_africa,2014,63.4
ZAF,sub_africa,2015,63.4
ZMB,sub_africa,1990,60.5
ZMB,sub_africa,1991,60.5
ZMB,sub_africa,1992,56.55
ZMB,sub_africa,1993,52.6
ZMB,sub_africa,1994,50.45
ZMB,sub_africa,1995,50.45
ZMB,sub_africa,1996,48.3
ZMB,sub_africa,1997,48.7
ZMB,sub_africa,1998,49.1
ZMB,sub_africa,1999,45.6
ZMB,sub_africa,2000,45.6
ZMB,sub_africa,2001,45.6
ZMB,sub_africa,2002,42.1
ZMB,sub_africa,2003,48.2
ZMB,sub_africa,2004,54.3
ZMB,sub_africa,2005,54.45
ZMB,sub_africa,2006,54.6
ZMB,sub_africa,2007,55.1
ZMB,sub_africa,2008,55.1
ZMB,sub_africa,2009,55.1
ZMB,sub_africa,2010,55.6
ZMB,sub_africa,2011,57.1
ZMB,sub_africa,2012,57.1
ZMB,sub_africa,2013,57.1
ZMB,sub_africa,2014,57.1
ZMB,sub_africa,2015,57.1
